schedule_id,thermal_region,die_id,peak_temperature_c,peak_time_s,limit_c,over_limit_duration_s,violation_count
m4_greedy,thermal_die0,die0,25.012782640168155,0.0025838399999999996,85.0,0.0,0
m4_greedy,thermal_die1,die1,25.019724267471876,0.00309812,85.0,0.0,0
m4_greedy,thermal_die2,die2,25.01494165697638,0.0050046399999999994,85.0,0.0,0
m4_greedy,thermal_die3,die3,25.02829928549768,0.0050046399999999994,85.0,0.0,0
m5_cpsat,thermal_die0,die0,25.012709078395527,0.00396392,85.0,0.0,0
m5_cpsat,thermal_die1,die1,25.01975182684651,0.00396392,85.0,0.0,0
m5_cpsat,thermal_die2,die2,25.014989957743737,0.00396392,85.0,0.0,0
m5_cpsat,thermal_die3,die3,25.02828167822814,0.003962282,85.0,0.0,0
m6_alns,thermal_die0,die0,25.01270897686567,0.00396392,85.0,0.0,0
m6_alns,thermal_die1,die1,25.01975167557286,0.00396392,85.0,0.0,0
m6_alns,thermal_die2,die2,25.01498986580465,0.00396392,85.0,0.0,0
m6_alns,thermal_die3,die3,25.028281793572766,0.003961,85.0,0.0,0
